file_path,labels_numeric,labels_text
artifacts/data_preprocessing/processed_audio_data\mixed_984.wav,"['18', '1']","['Speaking', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_985.wav,"['11', '20', '3']","['Chainsaw', 'Clapping', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_986.wav,"['27', '4']","['Squirrel', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_987.wav,"['12', '17']","['Generator', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_988.wav,"['24', '2', '23']","['WingFlapping', 'Rain', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_989.wav,"['26', '12']","['WolfHowl', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_990.wav,"['23', '4', '13']","['BirdChapping', 'WaterDrops', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_991.wav,"['11', '4']","['Chainsaw', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_992.wav,"['4', '24']","['WaterDrops', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_993.wav,"['12', '14']","['Generator', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_994.wav,"['8', '5', '26']","['Helicopter', 'Wind', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_995.wav,"['11', '18']","['Chainsaw', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_996.wav,"['24', '6', '4']","['WingFlapping', 'Silence', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_997.wav,"['7', '25']","['TreeFalling', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_998.wav,"['11', '27', '5']","['Chainsaw', 'Squirrel', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_999.wav,"['3', '2']","['Thunderstorm', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_1000.wav,"['25', '19']","['Lion', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_1001.wav,"['13', '19', '24']","['Handsaw', 'Footsteps', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1002.wav,"['1', '8', '14']","['Fire', 'Helicopter', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1003.wav,"['12', '11', '17']","['Generator', 'Chainsaw', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1004.wav,"['19', '18', '17']","['Footsteps', 'Speaking', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1005.wav,"['20', '4']","['Clapping', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1006.wav,"['5', '16', '13']","['Wind', 'WoodChop', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1007.wav,"['21', '17']","['Insect', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1008.wav,"['20', '18']","['Clapping', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_1009.wav,"['27', '1', '24']","['Squirrel', 'Fire', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1010.wav,"['9', '13', '27']","['VehicleEngine', 'Handsaw', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_1011.wav,"['12', '23', '13']","['Generator', 'BirdChapping', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1012.wav,"['25', '5']","['Lion', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1013.wav,"['16', '25']","['WoodChop', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1014.wav,"['21', '8']","['Insect', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1015.wav,"['1', '2', '16']","['Fire', 'Rain', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_1016.wav,"['25', '27']","['Lion', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_1017.wav,"['11', '18']","['Chainsaw', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_1018.wav,"['9', '20']","['VehicleEngine', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1019.wav,"['15', '2']","['Gunshot', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_1020.wav,"['13', '15', '11']","['Handsaw', 'Gunshot', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1021.wav,"['18', '26']","['Speaking', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1022.wav,"['19', '13']","['Footsteps', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1023.wav,"['20', '11']","['Clapping', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1024.wav,"['23', '21']","['BirdChapping', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_1025.wav,"['3', '12', '23']","['Thunderstorm', 'Generator', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1026.wav,"['2', '15', '1']","['Rain', 'Gunshot', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_1027.wav,"['22', '27']","['Frog', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_1028.wav,"['1', '27']","['Fire', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_1029.wav,"['20', '4']","['Clapping', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1030.wav,"['18', '24']","['Speaking', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1031.wav,"['24', '11', '16']","['WingFlapping', 'Chainsaw', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_1032.wav,"['8', '12', '26']","['Helicopter', 'Generator', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1033.wav,"['2', '19']","['Rain', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_1034.wav,"['7', '2', '17']","['TreeFalling', 'Rain', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1035.wav,"['1', '25']","['Fire', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1036.wav,"['13', '26', '15']","['Handsaw', 'WolfHowl', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_1037.wav,"['12', '6', '1']","['Generator', 'Silence', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_1038.wav,"['18', '2']","['Speaking', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_1039.wav,"['4', '15', '3']","['WaterDrops', 'Gunshot', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_1040.wav,"['27', '2', '16']","['Squirrel', 'Rain', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_1041.wav,"['10', '26', '20']","['Axe', 'WolfHowl', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1042.wav,"['8', '11']","['Helicopter', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1043.wav,"['13', '23', '14']","['Handsaw', 'BirdChapping', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1044.wav,"['24', '3']","['WingFlapping', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_1045.wav,"['10', '18', '13']","['Axe', 'Speaking', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1046.wav,"['13', '27']","['Handsaw', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_1047.wav,"['14', '10']","['Firework', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_1048.wav,"['27', '5']","['Squirrel', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1049.wav,"['15', '18', '4']","['Gunshot', 'Speaking', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1050.wav,"['19', '26', '24']","['Footsteps', 'WolfHowl', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1051.wav,"['19', '22', '6']","['Footsteps', 'Frog', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_1052.wav,"['11', '3', '9']","['Chainsaw', 'Thunderstorm', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_1053.wav,"['7', '15']","['TreeFalling', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_1054.wav,"['22', '13', '11']","['Frog', 'Handsaw', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1055.wav,"['8', '3']","['Helicopter', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_1056.wav,"['16', '22']","['WoodChop', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_1057.wav,"['8', '14']","['Helicopter', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1058.wav,"['25', '4']","['Lion', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1059.wav,"['7', '17']","['TreeFalling', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1060.wav,"['20', '10', '25']","['Clapping', 'Axe', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1061.wav,"['2', '6', '8']","['Rain', 'Silence', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1062.wav,"['21', '9']","['Insect', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_1063.wav,"['24', '5']","['WingFlapping', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1064.wav,"['27', '19', '22']","['Squirrel', 'Footsteps', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_1065.wav,"['3', '20', '14']","['Thunderstorm', 'Clapping', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1066.wav,"['14', '11']","['Firework', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1067.wav,"['7', '9', '25']","['TreeFalling', 'VehicleEngine', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1068.wav,"['18', '12', '23']","['Speaking', 'Generator', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1069.wav,"['27', '14']","['Squirrel', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1070.wav,"['14', '16', '8']","['Firework', 'WoodChop', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1071.wav,"['3', '26']","['Thunderstorm', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1072.wav,"['9', '4']","['VehicleEngine', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1073.wav,"['27', '25']","['Squirrel', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1074.wav,"['13', '2', '14']","['Handsaw', 'Rain', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1075.wav,"['1', '25', '21']","['Fire', 'Lion', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_1076.wav,"['2', '20']","['Rain', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1077.wav,"['16', '13']","['WoodChop', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1078.wav,"['2', '10']","['Rain', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_1079.wav,"['23', '11']","['BirdChapping', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1080.wav,"['12', '7']","['Generator', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1081.wav,"['22', '21']","['Frog', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_1082.wav,"['20', '8']","['Clapping', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1083.wav,"['6', '18']","['Silence', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_1084.wav,"['9', '27', '25']","['VehicleEngine', 'Squirrel', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1085.wav,"['23', '5', '21']","['BirdChapping', 'Wind', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_1086.wav,"['8', '3']","['Helicopter', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_1087.wav,"['24', '4', '26']","['WingFlapping', 'WaterDrops', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1088.wav,"['10', '22', '1']","['Axe', 'Frog', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_1089.wav,"['27', '12', '23']","['Squirrel', 'Generator', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1090.wav,"['12', '23']","['Generator', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1091.wav,"['7', '21', '26']","['TreeFalling', 'Insect', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1092.wav,"['11', '16', '14']","['Chainsaw', 'WoodChop', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1093.wav,"['6', '9']","['Silence', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_1094.wav,"['5', '12', '9']","['Wind', 'Generator', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_1095.wav,"['16', '8']","['WoodChop', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1096.wav,"['12', '9', '3']","['Generator', 'VehicleEngine', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_1097.wav,"['27', '6', '25']","['Squirrel', 'Silence', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1098.wav,"['2', '16', '23']","['Rain', 'WoodChop', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1099.wav,"['25', '23']","['Lion', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1100.wav,"['12', '9', '14']","['Generator', 'VehicleEngine', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1101.wav,"['15', '4']","['Gunshot', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1102.wav,"['24', '14']","['WingFlapping', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1103.wav,"['3', '12', '26']","['Thunderstorm', 'Generator', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1104.wav,"['19', '7']","['Footsteps', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1105.wav,"['16', '12', '1']","['WoodChop', 'Generator', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_1106.wav,"['25', '26']","['Lion', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1107.wav,"['1', '4']","['Fire', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1108.wav,"['9', '13', '10']","['VehicleEngine', 'Handsaw', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_1109.wav,"['1', '20', '4']","['Fire', 'Clapping', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1110.wav,"['27', '21']","['Squirrel', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_1111.wav,"['9', '23', '21']","['VehicleEngine', 'BirdChapping', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_1112.wav,"['21', '17']","['Insect', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1113.wav,"['25', '24']","['Lion', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1114.wav,"['3', '22', '15']","['Thunderstorm', 'Frog', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_1115.wav,"['17', '16', '25']","['Whistling', 'WoodChop', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1116.wav,"['14', '20', '7']","['Firework', 'Clapping', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1117.wav,"['5', '24', '15']","['Wind', 'WingFlapping', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_1118.wav,"['18', '1']","['Speaking', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_1119.wav,"['9', '7']","['VehicleEngine', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1120.wav,"['4', '19']","['WaterDrops', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_1121.wav,"['17', '21', '8']","['Whistling', 'Insect', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1122.wav,"['1', '5']","['Fire', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1123.wav,"['3', '4']","['Thunderstorm', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1124.wav,"['7', '19', '26']","['TreeFalling', 'Footsteps', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1125.wav,"['19', '18']","['Footsteps', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_1126.wav,"['2', '19', '5']","['Rain', 'Footsteps', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1127.wav,"['13', '26', '25']","['Handsaw', 'WolfHowl', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1128.wav,"['8', '23']","['Helicopter', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1129.wav,"['22', '13']","['Frog', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1130.wav,"['4', '21', '22']","['WaterDrops', 'Insect', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_1131.wav,"['11', '3', '6']","['Chainsaw', 'Thunderstorm', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_1132.wav,"['17', '23']","['Whistling', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1133.wav,"['14', '16']","['Firework', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_1134.wav,"['19', '5', '23']","['Footsteps', 'Wind', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1135.wav,"['23', '21', '11']","['BirdChapping', 'Insect', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1136.wav,"['24', '12', '15']","['WingFlapping', 'Generator', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_1137.wav,"['12', '23']","['Generator', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1138.wav,"['6', '14']","['Silence', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1139.wav,"['25', '23']","['Lion', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1140.wav,"['26', '13']","['WolfHowl', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1141.wav,"['4', '22', '13']","['WaterDrops', 'Frog', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1142.wav,"['19', '1', '13']","['Footsteps', 'Fire', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1143.wav,"['7', '23', '26']","['TreeFalling', 'BirdChapping', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1144.wav,"['23', '6']","['BirdChapping', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_1145.wav,"['24', '22', '18']","['WingFlapping', 'Frog', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_1146.wav,"['23', '16']","['BirdChapping', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_1147.wav,"['4', '5']","['WaterDrops', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1148.wav,"['5', '23', '4']","['Wind', 'BirdChapping', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1149.wav,"['24', '2', '18']","['WingFlapping', 'Rain', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_1150.wav,"['2', '4', '16']","['Rain', 'WaterDrops', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_1151.wav,"['23', '8', '3']","['BirdChapping', 'Helicopter', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_1152.wav,"['11', '15', '1']","['Chainsaw', 'Gunshot', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_1153.wav,"['5', '27']","['Wind', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_1154.wav,"['22', '7']","['Frog', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1155.wav,"['10', '11', '7']","['Axe', 'Chainsaw', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1156.wav,"['25', '12']","['Lion', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_1157.wav,"['14', '20']","['Firework', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1158.wav,"['24', '9', '17']","['WingFlapping', 'VehicleEngine', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1159.wav,"['9', '7', '4']","['VehicleEngine', 'TreeFalling', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1160.wav,"['17', '25', '9']","['Whistling', 'Lion', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_1161.wav,"['9', '21', '19']","['VehicleEngine', 'Insect', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_1162.wav,"['16', '6']","['WoodChop', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_1163.wav,"['19', '9']","['Footsteps', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_1164.wav,"['3', '13']","['Thunderstorm', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1165.wav,"['6', '2', '3']","['Silence', 'Rain', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_1166.wav,"['26', '16']","['WolfHowl', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_1167.wav,"['3', '23', '12']","['Thunderstorm', 'BirdChapping', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_1168.wav,"['25', '22', '11']","['Lion', 'Frog', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1169.wav,"['23', '10']","['BirdChapping', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_1170.wav,"['15', '4']","['Gunshot', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1171.wav,"['1', '8', '12']","['Fire', 'Helicopter', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_1172.wav,"['14', '10', '25']","['Firework', 'Axe', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1173.wav,"['21', '15']","['Insect', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_1174.wav,"['16', '5', '15']","['WoodChop', 'Wind', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_1175.wav,"['1', '5']","['Fire', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1176.wav,"['19', '8']","['Footsteps', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1177.wav,"['17', '5']","['Whistling', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1178.wav,"['20', '21', '26']","['Clapping', 'Insect', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1179.wav,"['1', '12']","['Fire', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_1180.wav,"['2', '16', '23']","['Rain', 'WoodChop', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1181.wav,"['5', '25', '4']","['Wind', 'Lion', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1182.wav,"['4', '20', '10']","['WaterDrops', 'Clapping', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_1183.wav,"['22', '15', '25']","['Frog', 'Gunshot', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_1184.wav,"['10', '19', '23']","['Axe', 'Footsteps', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1185.wav,"['7', '2', '8']","['TreeFalling', 'Rain', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1186.wav,"['25', '3', '10']","['Lion', 'Thunderstorm', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_1187.wav,"['10', '13']","['Axe', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1188.wav,"['2', '12', '14']","['Rain', 'Generator', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1189.wav,"['10', '11']","['Axe', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_1190.wav,"['24', '4']","['WingFlapping', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_1191.wav,"['12', '24', '14']","['Generator', 'WingFlapping', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1192.wav,"['3', '17', '22']","['Thunderstorm', 'Whistling', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_1193.wav,"['19', '3']","['Footsteps', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_1194.wav,"['13', '16', '5']","['Handsaw', 'WoodChop', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_1195.wav,"['9', '2']","['VehicleEngine', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_1196.wav,"['3', '24']","['Thunderstorm', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1197.wav,"['1', '23', '7']","['Fire', 'BirdChapping', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1198.wav,"['10', '6', '27']","['Axe', 'Silence', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_1199.wav,"['17', '20']","['Whistling', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1200.wav,"['18', '14']","['Speaking', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1201.wav,"['25', '4', '15']","['Lion', 'WaterDrops', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_1202.wav,"['19', '14']","['Footsteps', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_1203.wav,"['25', '15', '23']","['Lion', 'Gunshot', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1204.wav,"['11', '2']","['Chainsaw', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_1205.wav,"['11', '21']","['Chainsaw', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_1206.wav,"['12', '10', '21']","['Generator', 'Axe', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_1207.wav,"['22', '2', '16']","['Frog', 'Rain', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_1208.wav,"['12', '27']","['Generator', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_1209.wav,"['18', '23']","['Speaking', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1210.wav,"['20', '9', '26']","['Clapping', 'VehicleEngine', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_1211.wav,"['21', '20', '8']","['Insect', 'Clapping', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_1212.wav,"['7', '1', '17']","['TreeFalling', 'Fire', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_1213.wav,"['24', '14', '23']","['WingFlapping', 'Firework', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_1214.wav,"['25', '15']","['Lion', 'Gunshot']"
